session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag
SES_PUL_ELI_00003,athlete_0062,10,vertical_jump,170.64,170.99,162.23,162.89,36.49,35.96,175.38,174.69,95.81,95.37,5.17,0.42,25.5,0.75,0.53,0.0,0.996,90.0,setup,elite,Outstanding jump mechanics.
SES_PUL_ELI_00003,athlete_0017,11,vertical_jump,174.82,174.84,171.34,171.14,23.85,23.56,169.46,169.61,93.9,94.14,6.72,1.58,8.08,-2.59,0.609,0.0,0.999,90.0,setup,elite,Peak form achieved.
SES_PUL_ELI_00003,athlete_0090,12,vertical_jump,170.96,171.22,169.22,168.87,22.86,22.95,173.36,172.96,87.32,87.78,3.52,0.72,16.5,2.16,0.485,0.0,0.997,90.0,setup,elite,Outstanding jump mechanics.
SES_PUL_ELI_00003,athlete_0010,13,vertical_jump,167.26,166.98,161.96,162.25,34.02,33.83,169.18,169.25,86.62,86.48,7.75,0.66,24.9,3.09,0.507,0.0,0.998,90.0,setup,elite,Peak form achieved.
SES_PUS_ELI_00004,athlete_0191,1,vertical_jump,178.0,178.0,171.1,170.27,21.66,21.97,171.34,171.23,92.75,92.7,5.82,1.76,21.2,1.79,0.499,0.0,0.998,90.0,setup,elite,Peak form achieved.
SES_PUS_ELI_00004,athlete_0183,2,vertical_jump,168.12,168.19,166.01,166.02,28.48,27.97,178.0,178.0,91.87,91.43,0.0,0.28,8.75,-0.91,0.442,0.0,0.998,90.0,setup,elite,Peak form achieved.
SES_PUS_ELI_00004,athlete_0177,3,vertical_jump,175.61,175.33,178.0,177.91,28.88,29.62,169.37,169.88,87.33,87.16,2.09,3.79,33.46,-0.39,0.515,0.0,0.999,90.0,setup,elite,Elite biomechanics detected.
SES_PUS_ELI_00004,athlete_0076,4,vertical_jump,161.62,161.36,156.97,156.87,31.31,31.41,172.54,172.53,87.88,88.14,0.61,0.11,19.41,1.46,0.55,0.0,0.998,90.0,setup,elite,Elite biomechanics detected.
SES_PUS_ELI_00004,athlete_0004,5,vertical_jump,167.49,167.62,167.21,167.09,21.09,20.84,168.24,168.02,84.84,84.66,5.54,0.01,17.37,0.53,0.439,0.0,0.999,90.0,setup,elite,Peak form achieved.
SES_PUS_ELI_00004,athlete_0077,6,vertical_jump,166.21,166.6,159.25,159.71,19.54,19.29,170.21,169.34,84.04,83.58,1.66,1.11,22.27,1.04,0.532,0.0,0.996,90.0,setup,elite,Outstanding jump mechanics.
SES_PUS_ELI_00004,athlete_0074,7,vertical_jump,167.14,167.28,169.21,169.19,33.21,33.93,167.74,168.81,87.26,87.54,2.19,1.05,19.11,0.08,0.422,0.0,0.999,90.0,setup,elite,Elite biomechanics detected.
SES_PUS_ELI_00004,athlete_0196,8,vertical_jump,172.27,171.85,158.64,158.53,21.27,21.01,169.08,168.86,78.39,78.87,2.64,0.4,17.23,1.91,0.458,0.0,0.997,90.0,setup,elite,Peak form achieved.
SES_PUS_ELI_00004,athlete_0063,9,vertical_jump,168.62,167.5,174.95,174.61,20.81,20.23,159.32,159.41,92.99,94.11,0.28,0.34,0.0,-2.9,0.501,0.0,0.993,90.0,setup,elite,Outstanding jump mechanics.
SES_PUS_ELI_00004,athlete_0191,10,vertical_jump,171.43,171.82,170.81,171.1,20.24,20.4,165.77,165.07,84.11,84.23,2.01,0.18,6.22,-3.32,0.483,0.0,0.998,90.0,setup,elite,Peak form achieved.
SES_PUS_ELI_00004,athlete_0126,11,vertical_jump,173.68,173.63,168.74,169.58,10.98,10.89,161.11,160.74,89.4,89.32,1.1,1.25,13.25,2.53,0.492,0.0,0.998,90.0,setup,elite,Outstanding jump mechanics.
SES_PUS_ELI_00004,athlete_0164,12,vertical_jump,163.26,163.26,166.32,166.32,24.85,24.85,177.06,177.06,88.97,88.97,0.0,0.97,27.78,-2.94,0.489,0.0,1.0,90.0,setup,elite,Outstanding jump mechanics.
SES_PUS_ELI_00004,athlete_0171,13,vertical_jump,168.2,168.51,163.6,162.92,18.97,18.57,171.52,171.41,84.19,84.21,5.09,0.49,8.82,0.82,0.582,0.0,0.998,90.0,setup,elite,Peak form achieved.
SES_PUS_ELI_00004,athlete_0195,14,vertical_jump,164.4,164.36,166.07,165.64,30.31,29.72,168.46,169.22,87.84,87.27,5.39,0.12,17.67,0.39,0.436,0.0,0.997,90.0,setup,elite,Elite biomechanics detected.
SES_PUS_ELI_00004,athlete_0187,15,vertical_jump,175.36,174.86,174.3,174.74,36.56,36.68,171.08,171.79,85.45,85.61,5.28,0.77,3.12,-1.57,0.499,0.0,0.998,90.0,setup,elite,Elite biomechanics detected.
SES_PUS_ELI_00004,athlete_0009,16,vertical_jump,161.58,161.6,160.48,160.41,30.45,29.92,175.69,176.07,93.69,94.38,3.62,1.62,10.46,-1.96,0.444,0.0,0.997,90.0,setup,elite,Outstanding jump mechanics.
SES_PUS_ELI_00004,athlete_0072,17,vertical_jump,160.02,159.91,172.28,172.6,21.71,21.4,163.73,164.17,85.03,85.34,3.39,0.99,12.92,3.61,0.56,0.0,0.998,90.0,setup,elite,Elite biomechanics detected.
SES_PUS_ELI_00004,athlete_0145,18,vertical_jump,162.24,162.25,161.28,161.51,20.85,21.5,167.64,167.73,79.98,79.39,0.97,0.11,23.53,-0.75,0.506,0.0,0.997,90.0,setup,elite,Peak form achieved.
SES_PUS_ELI_00004,athlete_0104,19,vertical_jump,178.0,178.0,177.79,178.0,23.51,22.86,168.56,168.9,100.57,100.69,2.16,1.38,14.16,-0.66,0.502,0.0,0.999,90.0,setup,elite,Peak form achieved.
SES_SNA_ELI_00005,athlete_0183,1,vertical_jump,173.49,172.68,166.62,165.72,21.9,22.12,170.44,170.8,85.86,86.39,4.17,1.04,25.81,2.05,0.517,0.0,0.995,90.0,setup,elite,Elite biomechanics detected.
SES_SNA_ELI_00005,athlete_0015,2,vertical_jump,173.27,174.09,164.32,165.61,31.85,33.16,178.0,178.0,92.28,91.17,6.49,0.97,2.01,0.28,0.517,0.0,0.992,90.0,setup,elite,Peak form achieved.
SES_SNA_ELI_00005,athlete_0113,3,vertical_jump,168.95,168.92,170.23,170.4,24.98,25.12,158.87,159.11,98.55,98.47,2.53,0.38,16.78,2.61,0.427,0.0,0.999,90.0,setup,elite,Outstanding jump mechanics.
SES_SNA_ELI_00005,athlete_0032,4,vertical_jump,159.5,159.6,156.28,156.54,19.74,20.5,170.13,169.98,80.43,80.72,2.68,0.13,18.02,-0.26,0.524,0.0,0.998,90.0,setup,elite,Outstanding jump mechanics.
SES_SNA_ELI_00005,athlete_0022,5,vertical_jump,178.0,178.0,168.53,168.44,25.95,26.47,174.38,174.28,92.61,92.79,4.84,1.34,15.88,-1.3,0.545,0.0,0.999,90.0,setup,elite,Elite biomechanics detected.
SES_SNA_ELI_00005,athlete_0007,6,vertical_jump,170.85,169.71,176.52,176.12,26.08,24.41,159.43,159.64,88.71,87.95,0.0,0.42,12.38,-0.18,0.513,0.0,0.994,90.0,setup,elite,Outstanding jump mechanics.
SES_SNA_ELI_00005,athlete_0180,7,vertical_jump,178.0,177.88,168.93,167.91,24.31,24.74,170.4,171.21,84.85,85.57,2.31,0.7,15.58,1.04,0.573,0.0,0.995,90.0,setup,elite,Peak form achieved.
